Offset: 0, Movie: MoviePathHere, DataFile: (null)
Tracks: 01 Laugh, 02 Laugh, 03 Laugh, 05 Laugh, 06 Laugh, 07 Laugh, 08 Laugh, 09 Laugh, 10 Laugh, 11 Laugh, 12 Laugh, 14 Laugh, 15 Laugh
Time,Duration,TrackName,comment
378380,8031,07 Laugh,Laughing
378481,1598,03 Laugh,Laughing
380041,6238,02 Laugh,Smiling
380080,2120,03 Laugh,Indeterminate
382201,2478,03 Laugh,Smiling
384559,7840,05 Laugh,Not Smiling Laughing
384680,10800,03 Laugh,Not Smiling Laughing
385113,7647,11 Laugh,Not Smiling Laughing
385200,14120,09 Laugh,Not Smiling Laughing
385200,16280,12 Laugh,Not Smiling Laughing
385200,7159,06 Laugh,Not Smiling Laughing
386161,7238,08 Laugh,Not Smiling Laughing
386280,8839,02 Laugh,Not Smiling Laughing
386400,6040,14 Laugh,Smiling
386412,16867,07 Laugh,Not Smiling Laughing
387960,3599,10 Laugh,Smiling
391560,5839,10 Laugh,Laughing
392321,9038,15 Laugh,Laughing
392360,7080,06 Laugh,Laughing
392400,16439,05 Laugh,Smiling
392441,4118,14 Laugh,Laughing
392761,18038,11 Laugh,Smiling
393400,3159,08 Laugh,Smiling
395120,2760,02 Laugh,Smiling
395481,2439,03 Laugh,Smiling
396560,2839,08 Laugh,Not Smiling Laughing
396560,6559,14 Laugh,Not Smiling Laughing
397440,5560,10 Laugh,Smiling
397881,4879,02 Laugh,Not Smiling Laughing
397921,7679,03 Laugh,Not Smiling Laughing
399321,3719,09 Laugh,Laughing
399400,2959,08 Laugh,Smiling
399441,3479,06 Laugh,Not Smiling Laughing
401360,9319,15 Laugh,Smiling
401481,7598,12 Laugh,Smiling
402360,800,08 Laugh,Not Smiling Laughing
402761,8478,02 Laugh,Smiling
402921,7679,06 Laugh,Laughing
403001,6879,10 Laugh,Laughing
403041,7758,09 Laugh,Smiling
403120,13200,14 Laugh,Laughing
403161,3319,08 Laugh,Smiling
403280,6160,07 Laugh,Laughing
